200 5000 64000.000000 47143.612120 6.787770
400 500 512000.000000 34169.036970 7.492163
600 200 1728000.000000 33751.713625 10.239480
800 100 4096000.000000 34123.563629 12.003436
1000 40 8000000.000000 28966.325339 11.047311
1200 30 13824000.000000 25793.406782 16.078527
