200 5000 64000.000000 27207.722560 11.761367
400 500 512000.000000 19952.359738 12.830563
600 200 1728000.000000 19303.011423 17.903942
800 100 4096000.000000 18612.091327 22.007199
1000 40 8000000.000000 17098.232159 18.715385
1200 30 13824000.000000 16452.797389 25.206656
