200 50000 64000.000000 214656.101890 14.907566
400 5000 512000.000000 206667.483390 12.387048
600 2000 1728000.000000 197571.611897 17.492392
800 1000 4096000.000000 180782.777023 22.657026
1000 400 8000000.000000 154796.134276 20.672351
1200 300 13824000.000000 143714.384353 28.857237
