200 50000 64000.000000 112445.982289 28.458109
400 5000 512000.000000 102151.316465 25.060862
600 2000 1728000.000000 103393.955671 33.425552
800 1000 4096000.000000 98823.204205 41.447755
1000 400 8000000.000000 90182.168018 35.483733
1200 300 13824000.000000 85983.450788 48.232537
